,No,Name,Type,Zone,TTChange,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
640,54049,Rohtak - Jind Passenger (Via - Panipat) (UnReserved),Pass,NR,No Speed Change,NULL,NULL,ROK,04:05,JIND,08:25,4h 20m,23,SMTWTFS,NULL,141 km,33 km/hr,54050
641,54006,Jind - Rohtak Passenger (Via - Panipat) (UnReserved),Pass,NR,Speeded: 10m,NULL,NULL,JIND,04:35,ROK,09:00,4h 25m,23,SMTWTFS,NULL,141 km,32 km/hr,54007
642,54007,Rohtak - Jind Passenger (Via - Panipat) (UnReserved),Pass,NR,No Speed Change,NULL,NULL,ROK,09:30,JIND,13:50,4h 20m,23,SMTWTFS,NULL,141 km,33 km/hr,54006
643,54008,Jind - Rohtak Passenger (Via - Panipat) (UnReserved),Pass,NR,No Speed Change,NULL,NULL,JIND,10:00,ROK,14:10,4h 10m,23,SMTWTFS,NULL,141 km,34 km/hr,54009
644,54050,Jind - Rohtak Passenger (Via - Panipat) (UnReserved),Pass,NR,No Speed Change,NULL,NULL,JIND,16:05,ROK,20:20,4h 15m,23,SMTWTFS,NULL,141 km,33 km/hr,54049
645,54038,Jind - Kurukshetra Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,JIND,04:15,KKDE,07:15,3h 0m,16,SMTWTFS,NULL,120 km,40 km/hr,54037
646,54040,Jind - Kurukshetra Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,JIND,08:25,KKDE,11:30,3h 5m,17,SMTWTFS,NULL,120 km,39 km/hr,54039
647,54042,Jind - Kurukshetra Passenger (UnReserved),Pass,NR,Speeded: 5m,NULL,NULL,JIND,13:05,KKDE,16:10,3h 5m,16,SMTWTFS,NULL,120 km,39 km/hr,54041
648,54048,Jind - Kurukshetra Passenger (UnReserved),Pass,NR,Speeded: 15m,NULL,NULL,JIND,17:35,KKDE,20:40,3h 5m,16,SMTWTFS,NULL,120 km,39 km/hr,54047
649,54005,Delhi - Bhiwani Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,DLI,04:15,BNW,08:15,4h 0m,21,SMTWTFS,NULL,119 km,30 km/hr,NULL
650,54013,Rohtak - Bhiwani Passenger (UnReserved),Pass,NR,Slowed: 15m,NULL,NULL,ROK,13:55,BNW,15:15,1h 20m,5,SMTWTFS,NULL,49 km,37 km/hr,54014
651,54015,Rohtak - Bhiwani Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,ROK,17:45,BNW,19:20,1h 35m,5,SMTWTFS,NULL,49 km,31 km/hr,54016
652,54836,Rewari - Hisar Passenger (UnReserved),Pass,NWR,Slowed: 35m,NULL,NULL,RE,17:45,HSR,22:05,4h 20m,19,SMTWTFS,NULL,143 km,33 km/hr,54835
653,54423,Delhi - Bhiwani Passenger (UnReserved),Pass,NR,Old TT,NULL,NULL,DLI,17:00,BNW,20:35,3h 35m,21,SMTWTFS,NULL,119 km,33 km/hr,54424
654,54788,Rewari - Bhiwani Passenger (UnReserved),Pass,NWR,Slowed: 10m,NULL,NULL,RE,21:45,BNW,23:45,2h 0m,8,SMTWTFS,NULL,83 km,41 km/hr,54787
655,55022,Siwan - Samastipur Passenger (UnReserved),Pass,NER,Slowed: 55m,NULL,NULL,SV,04:00,SPJ,12:55,8h 55m,38,SMTWTFS,NULL,227 km,25 km/hr,55021
656,55009,Chhapra - Bhatni Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,CPR,17:45,BTT,20:35,2h 50m,15,SMTWTFS,NULL,110 km,39 km/hr,55010
657,55020,Gorakhpur - Chhapra Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,GKP,08:30,CPR,14:20,5h 50m,25,SMTWTFS,NULL,180 km,31 km/hr,55019
658,55166,Duraundha - Chhapra Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,DDA,20:20,CPR,22:00,1h 40m,6,SMTWTFS,NULL,43 km,26 km/hr,55165
659,55116,Bhatni - Chhapra Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,BTT,17:30,CPR,20:45,3h 15m,15,SMTWTFS,NULL,110 km,34 km/hr,55115
660,55336,Lal Kuan-Bareilly City Passenger (UnReserved),Pass,NER,Slowed: 5m,NULL,NULL,LKU,17:15,BC,19:35,2h 20m,8,SMTWTFS,NULL,82 km,35 km/hr,75301
661,55138,Shahganj - Ballia Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,SHG,06:10,BUI,10:55,4h 45m,24,SMTWTFS,NULL,168 km,35 km/hr,55137
662,55017,Chhapra - Mau Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,CPR,17:25,MAU,21:40,4h 15m,21,SMTWTFS,NULL,135 km,32 km/hr,55018
663,55140,Shahganj - Ballia Passenger (UnReserved),Pass,NER,No TT Change,NULL,NULL,SHG,15:20,BUI,22:30,7h 10m,24,SMTWTFS,NULL,168 km,23 km/hr,55139
664,54232,Lucknow - Faizabad Passenger (UnReserved),Pass,NR,Slowed: 30m,NULL,NULL,LKO,04:10,FD,08:55,4h 45m,16,SMTWTFS,NULL,128 km,27 km/hr,54233
665,54234,Lucknow - Faizabad Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,LKO,17:00,FD,21:25,4h 25m,16,SMTWTFS,NULL,128 km,29 km/hr,54233
666,54237,Mankapur - Faizabad Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,MUR,20:20,FD,21:50,1h 30m,6,SMTWTFS,NULL,45 km,30 km/hr,54238
667,54109,Pt. Deen Dayal Upadhyaya Jn. - Faizabad Passenger (UnReserved),Pass,NCR,Src Changed.,NULL,NULL,DDU,16:15,FD,23:20,7h 5m,31,SMTWTFS,NULL,214 km,30 km/hr,54110
668,54326,Kanpur Central -  Sitapur City Passenger (UnReserved),Pass,NR,Speeded: 15m,NULL,NULL,CNB,05:15,SPC,14:00,8h 45m,28,SMTWTFS,NULL,177 km,20 km/hr,54325
669,54463,Bandikui - Rishikesh Passenger (UnReserved),Pass,NR,Slowed: 45m,NULL,NULL,BKI,14:50,RKSH,14:45,23h 55m,81,SMTWTFS,NULL,583 km,24 km/hr,54464
670,54466,Tundla - Farrukhabad Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,TDL,05:45,FBD,10:20,4h 35m,19,SMTWTFS,NULL,142 km,31 km/hr,54465
671,54352,Bareilly - Aligarh Passenger (UnReserved),Pass,NR,Speeded: 10m,NULL,NULL,BE,04:55,ALJN,10:30,5h 35m,25,SMTWTFS,NULL,167 km,30 km/hr,54351
672,54354,Bareilly - Aligarh Passenger (UnReserved),Pass,NR,Speeded: 5m,NULL,NULL,BE,09:05,ALJN,14:50,5h 45m,25,SMTWTFS,NULL,167 km,29 km/hr,54353
673,54392,Gajraula - Aligarh Passenger (UnReserved),Pass,NR,Src Changed.,NULL,NULL,GJL,14:20,ALJN,22:05,7h 45m,30,SMTWTFS,NULL,195 km,25 km/hr,54391
674,51882,Agra Cantt. - Gwalior Fast Passenger (UnReserved),Pass,NCR,Slowed: 5m,NULL,NULL,AGC,07:05,GWL,09:50,2h 45m,12,SMTWTFS,NULL,118 km,43 km/hr,51881
675,54557,Ambala Cantt - Patiala Passenger (UnReserved),Pass,NR,Speeded: 5m,NULL,NULL,UMB,07:45,PTA,09:00,1h 15m,6, MTWTFS,NULL,53 km,43 km/hr,54558
676,54553,Ambala Cantt - Dhuri Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,UMB,15:55,DUI,18:25,2h 30m,12,SMTWTFS,NULL,106 km,42 km/hr,NULL
677,51111,Chalisgaon - Dhule Mix Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,CSN,06:00,DHI,07:15,1h 15m,7,SMTWTFS,NULL,57 km,45 km/hr,51112
678,51113,Chalisgaon - Dhule Mix Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,CSN,09:50,DHI,11:05,1h 15m,7,SMTWTFS,NULL,57 km,45 km/hr,51114
679,51115,Chalisgaon - Dhule Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,CSN,13:40,DHI,14:55,1h 15m,7,SMTWTFS,NULL,57 km,45 km/hr,51116.
680,56806,Madurai - Villupuram Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MDU,03:00,VM,11:25,8h 25m,39,SMTWTFS,NULL,335 km,40 km/hr,56805
681,56805,Villupuram - Madurai Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,VM,15:30,MDU,00:40,9h 10m,40,SMTWTFS,NULL,335 km,37 km/hr,56806
682,56704,Dindigul - Tiruchchirappalli Passenger (UnReserved),Pass,SR,Speeded: 15m,NULL,NULL,DG,06:30,TPJ,08:30,2h 0m,10,SMTWTFS,NULL,94 km,47 km/hr,56703
683,56113,Mayiladuthurai -Tiruchchirappalli Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,MV,06:15,TPJ,09:35,3h 20m,23,SMTWTFS,NULL,120 km,36 km/hr,56114
684,56110,Erode - Tiruchchirappalli Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ED,07:50,TPJ,11:50,4h 0m,20,SMTWTFS,NULL,141 km,35 km/hr,56109
685,56826,Tirunelveli-Erode Passenger (UnReserved),Pass,SR,Slowed: 25m,NULL,NULL,TEN,05:05,ED,14:40,9h 35m,26,SMTWTFS,NULL,358 km,37 km/hr,56825
686,56822,Dindigul - Mayiladuturai Passenger (UnReserved),Pass,SR,Slowed: 15m,NULL,NULL,DG,11:10,MV,17:15,6h 5m,21,SMTWTFS,NULL,215 km,35 km/hr,56821
687,56821,Mayiladuturai - Dindigul Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MV,11:25,DG,16:20,4h 55m,21,SMTWTFS,NULL,215 km,44 km/hr,56822
688,56711,Karaikal - Tiruchchirappalli Passenger (UnReserved),Pass,SR,Speeded: 20m,NULL,NULL,KIK,12:50,TPJ,17:30,4h 40m,27,SMTWTFS,NULL,145 km,31 km/hr,56714
689,56842,Erode - Tiruchchirappalli Passenger (UnReserved),Pass,SR,Slowed: 30m,NULL,NULL,ED,16:35,TPJ,20:45,4h 10m,17,SMTWTFS,NULL,141 km,34 km/hr,56841
690,56830,Rameswaram - Tiruchchirappalli Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,RMM,13:55,TPJ,20:25,6h 30m,23,SMTWTFS,NULL,264 km,41 km/hr,56829
691,56823,Mayiladuturai - Tiruchchirappalli Passenger (UnReserved),Pass,SR,Speeded: 20m,NULL,NULL,MV,20:30,TPJ,23:50,3h 20m,23,SMTWTFS,NULL,120 km,36 km/hr,56824
692,56825,Erode - Tirunelveli Passenger (UnReserved),Pass,SR,Slowed: 1h 20m,NULL,NULL,ED,12:35,TEN,23:30,10h 55m,26,SMTWTFS,NULL,358 km,33 km/hr,56826
693,56703,Tiruchchirappalli - Dindigul Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TPJ,18:25,DG,20:50,2h 25m,10,SMTWTFS,NULL,94 km,39 km/hr,56704
694,56726,Rameswaram - Madurai Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,RMM,18:00,MDU,22:00,4h 0m,15,SMTWTFS,NULL,161 km,40 km/hr,56725
695,56722,Rameswaram - Madurai Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,RMM,11:15,MDU,15:10,3h 55m,15,SMTWTFS,NULL,161 km,41 km/hr,56721
696,56732,Sengottai - Madurai Passenger (UnReserved),Pass,SR,Slowed: 15m,NULL,NULL,SCT,06:35,MDU,10:35,4h 0m,12,SMTWTFS,NULL,174 km,43 km/hr,56731
697,56734,Sengottai - Madurai Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,SCT,11:50,MDU,15:40,3h 50m,12,SMTWTFS,NULL,174 km,45 km/hr,56735
698,56736,Sengottai - Madurai Passenger (UnReserved),Pass,SR,Speeded: 15m,NULL,NULL,SCT,15:50,MDU,19:30,3h 40m,12,SMTWTFS,NULL,174 km,47 km/hr,56735
699,56728,Sengottai -Tirunelveli Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,SCT,14:40,TEN,17:10,2h 30m,15,SMTWTFS,NULL,80 km,32 km/hr,56797
700,56724,Rameswaram - Madurai Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,RMM,05:25,MDU,09:20,3h 55m,15,SMTWTFS,NULL,161 km,41 km/hr,56725
701,56731,Madurai - Sengottai Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,MDU,07:20,SCT,10:55,3h 35m,12,SMTWTFS,NULL,174 km,48 km/hr,56732
702,56735,Madurai - Sengottai Passenger (UnReserved),Pass,SR,Slowed: 20m,NULL,NULL,MDU,17:00,SCT,21:30,4h 30m,12,SMTWTFS,NULL,174 km,39 km/hr,56734
703,56764,Tiruchendur - Tirunelveli Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TCN,16:25,TEN,18:00,1h 35m,10,SMTWTFS,NULL,61 km,39 km/hr,56763
704,56767,Tuticorin - Tiruchendur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TN,08:45,TCN,13:10,4h 25m,19,SMTWTFS,NULL,121 km,27 km/hr,56768
705,56768,Tiruchendur - Tuticorin Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TCN,14:20,TN,18:30,4h 10m,19,SMTWTFS,NULL,121 km,29 km/hr,56767
706,56762,Tiruchendur - Tirunelveli Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,TCN,07:10,TEN,09:05,1h 55m,10,SMTWTFS,NULL,61 km,32 km/hr,56761
707,56741,Tuticorin - Tirunelveli Passenger (UnReserved),Pass,SR,Speeded: 10m,NULL,NULL,TN,17:50,TEN,20:30,2h 40m,8,SMTWTFS,NULL,60 km,23 km/hr,56742
708,56717,Kanniyakumari - Tirunelveli Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,CAPE,18:15,TEN,20:40,2h 25m,7,SMTWTFS,NULL,89 km,37 km/hr,56718
709,56311,Thiruvananthapuram - Nagercoil Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TVC,06:50,NCJ,08:50,2h 0m,12,SMTWTFS,NULL,71 km,36 km/hr,NULL
710,56718,Tirunelveli - Nagercoil Passenger (UnReserved),Pass,SR,Slowed: 15m,NULL,NULL,TEN,06:50,NCJ,09:00,2h 10m,6,SMTWTFS,NULL,74 km,34 km/hr,NULL
711,56317,Kochuveli - Nagercoil Passenger (UnReserved),Pass,SR,Speeded: 30m,NULL,NULL,KCVL,11:40,NCJ,13:55,2h 15m,14,SMTWTFS,NULL,78 km,35 km/hr,56318
712,56315,Thiruvananthapuram - Nagercoil Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,TVC,17:10,NCJ,19:15,2h 5m,12,SMTWTFS,NULL,71 km,34 km/hr,56316
713,56313,Thiruvananthapuram Central - Nagercoil Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,TVC,18:00,NCJ,19:55,1h 55m,12,SMTWTFS,NULL,71 km,37 km/hr,NULL
714,59393,Dahod - Bhopal Fast Passenger,Pass,WR,Dest Changed.,NULL,NULL,DHD,05:45,BPL,15:50,10h 5m,48,SMTWTFS,2S CC ,394 km,39 km/hr,59394
715,59394,Bhopal - Dahod Fast Passenger,Pass,WR,Src Changed.,NULL,NULL,BPL,11:55,DHD,23:00,11h 5m,48,SMTWTFS,2S CC ,394 km,36 km/hr,59393
716,59813,Kota Jn. - Yamuna Bridge Agra  Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,KOTA,07:15,JAB,17:35,10h 20m,43,SMTWTFS,NULL,336 km,33 km/hr,59814
717,59802,Phulera - Jaipur Passenger (UnReserved),Pass,WCR,Speeded: 5m,NULL,NULL,FL,22:45,JP,23:55,1h 10m,2,SMTWTFS,NULL,55 km,47 km/hr,59803
718,59806,Bayana - Jaipur Fast Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,BXN,13:35,JP,20:00,6h 25m,21,SMTWTFS,NULL,273 km,43 km/hr,59805
719,54014,Bhiwani - Rohtak Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,BNW,07:25,ROK,09:00,1h 35m,5,SMTWTFS,NULL,49 km,31 km/hr,54013
720,54016,Bhiwani - Rohtak Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,BNW,09:30,ROK,10:45,1h 15m,5,SMTWTFS,NULL,49 km,39 km/hr,54015
721,54031,Delhi - Jind Passenger (UnReserved),Pass,NR,Slowed: 40m,NULL,NULL,DLI,12:00,JIND,16:15,4h 15m,23,SMTWTFS,NULL,127 km,30 km/hr,54024
722,54018,Bhiwani - Rohtak Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,BNW,15:55,ROK,17:20,1h 25m,5,SMTWTFS,NULL,49 km,35 km/hr,NULL
723,54035,Delhi - Jakhal Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,DLI,15:40,JHL,21:40,6h 0m,34,SMTWTFS,NULL,199 km,33 km/hr,54036
724,54033,Delhi - Narwana Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,DLI,17:25,NRW,22:25,5h 0m,27,SMTWTFS,NULL,161 km,32 km/hr,54032
725,54023,Rohtak - Jind Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,ROK,07:00,JIND,08:20,1h 20m,8,SMTWTFS,NULL,57 km,43 km/hr,NULL
726,54037,Kurukshetra - Jind Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,KKDE,07:45,JIND,11:10,3h 25m,16,SMTWTFS,NULL,120 km,35 km/hr,54038
727,54039,Kurukshetra - Jind Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,KKDE,12:25,JIND,15:40,3h 15m,17,SMTWTFS,NULL,120 km,37 km/hr,54038
728,54041,Kurukshetra - Jind Passenger (UnReserved),Pass,NR,Slowed: 15m,NULL,NULL,KKDE,17:55,JIND,21:15,3h 20m,16,SMTWTFS,NULL,120 km,36 km/hr,54040
729,54047,Kurukshetra - Jind Passenger (UnReserved),Pass,NR,Speeded: 15m,NULL,NULL,KKDE,21:55,JIND,00:35,2h 40m,9,SMTWTFS,NULL,120 km,45 km/hr,54048
730,57155,Kalaburagi (Gulbarga) - Hyderabad Passenger (UnReserved),Pass,SCR,Src Changed.,NULL,NULL,KLBG,03:45,HYB,10:50,7h 5m,27,SMTWTFS,NULL,222 km,31 km/hr,57156
731,57548,Purna - Hyderabad Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,PAU,07:30,HYB,20:05,12h 35m,46,SMTWTFS,NULL,433 km,34 km/hr,57547
732,57626,Kakatiya Fast Passenger,Pass,SCR,No Speed Change,NULL,NULL,MUGR,23:45,SC,09:25,9h 40m,35,SMTWTFS,SL ,330 km,34 km/hr,57625
733,57306,Guntur - Kacheguda Passenger,Pass,SCR,No Speed Change,NULL,NULL,GNT,17:30,KCG,09:45,16h 15m,54,SMTWTFS,SL ,623 km,38 km/hr,57305
734,57474,Bodhan - Mahbubnagar Passenger (UnReserved),Pass,SCR,Slowed: 7m,NULL,NULL,BDHN,05:00,MBNR,13:57,8h 57m,58,SMTWTFS,NULL,298 km,33 km/hr,57456
735,57436,Kurnool City - Kacheguda Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,KRNT,07:00,KCG,12:50,5h 50m,39,SMTWTFS,NULL,236 km,41 km/hr,57435
736,57308,Medchal - Kacheguda Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,MED,12:40,KCG,14:10,1h 30m,16,SMTWTFS,NULL,33 km,22 km/hr,57307
737,56011,Arakkonam - Kadapa (Cuddapah) Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,AJJ,07:05,HX,12:40,5h 35m,25,SMTWTFS,NULL,194 km,35 km/hr,56012
738,57435,Kacheguda - Kurnool City Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,KCG,17:35,KRNT,23:40,6h 5m,22,SMTWTFS,NULL,236 km,39 km/hr,57436
739,57447,Kacheguda - Mahbubnagar Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,KCG,13:10,MBNR,15:45,2h 35m,13,SMTWTFS,NULL,106 km,41 km/hr,57448
740,57594,Hazur Sahib Nanded - Medchal Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,NED,04:55,MED,12:10,7h 15m,32,SMTWTFS,NULL,244 km,34 km/hr,57593
741,51612,Bina - Kota Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,BINA,10:00,KOTA,18:50,8h 50m,36,SMTWTFS,NULL,303 km,34 km/hr,51611
742,55316,Kashipur - Lalkuan Passenger (UnReserved),Pass,NER,Slowed: 5m,NULL,NULL,KPV,05:45,LKU,07:10,1h 25m,5,SMTWTFS,NULL,58 km,41 km/hr,NULL
743,55303,Moradabad - Kathgodam Passenger (via Kashipur) (UnReserved),Pass,NER,Slowed: 25m,NULL,NULL,MB,06:05,KGM,12:05,6h 0m,12,SMTWTFS,NULL,131 km,22 km/hr,55304
744,55301,Moradabad - Kathgodam Passenger (UnReserved),Pass,NER,Speeded: 30m,NULL,NULL,MB,14:45,KGM,18:20,3h 35m,10,SMTWTFS,NULL,116 km,32 km/hr,55302
745,55320,Kashipur - Lalkuan Passenger (UnReserved),Pass,NER,Speeded: 10m,NULL,NULL,KPV,17:45,LKU,19:05,1h 20m,4,SMTWTFS,NULL,58 km,44 km/hr,55317
746,59208,Okha - Bhavnagar (T.) Passenger,Pass,WR,Slowed: 10m,NULL,NULL,OKHA,14:45,BVC,05:50,15h 5m,57,SMTWTFS,SL ,538 km,36 km/hr,59207
747,59229,Dhrangadhra - Bhavnagar Terminus Passenger (UnReserved),Pass,WR,Speeded: 10m,NULL,NULL,DHG,03:40,BVC,08:50,5h 10m,21,SMTWTFS,NULL,204 km,39 km/hr,59230
748,59233,Surendranagar - Bhavnagar Terminus Passenger (UnReserved),Pass,WR,Speeded: 5m,NULL,NULL,SUNR,09:40,BVC,13:55,4h 15m,18,SMTWTFS,NULL,170 km,40 km/hr,59234
749,59271,Surendranagar - Bhavnagar Terminus Fast Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,SUNR,13:35,BVC,18:00,4h 25m,16,SMTWTFS,NULL,170 km,38 km/hr,29579
750,59226,Mahuva - Bhavnagar Terminus Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,MHV,14:20,BVC,19:25,5h 5m,23,SMTWTFS,NULL,202 km,40 km/hr,59225
751,59227,Botad - Bhavnagar Terminus Passenger (UnReserved) (UnReserved),Pass,WR,Speeded: 10m,NULL,NULL,BTD,20:35,BVC,22:50,2h 15m,10,SMTWTFS,NULL,92 km,41 km/hr,59228
752,51764,Manikpur - Satna Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,MKP,08:25,STA,11:00,2h 35m,8,SMTWTFS,NULL,78 km,30 km/hr,51763
753,51766,Manikpur - Satna Passenger (UnReserved),Pass,WCR,Speeded: 5m,NULL,NULL,MKP,19:50,STA,21:45,1h 55m,8,SMTWTFS,NULL,78 km,40 km/hr,51765
754,56719,Nagercoil - Kanniyakumari Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,NCJ,13:25,CAPE,13:45,0h 20m,0,SMTWTFS,NULL,16 km,47 km/hr,NULL
755,53344,Chopan -  Gomoh Passenger (GGC) (UnReserved),Pass,ECR,Slowed: 2h 10m,NULL,NULL,CPU,07:25,GMO,22:45,15h 20m,59,SMTWTFS,NULL,458 km,30 km/hr,53343
756,53343,Gomoh  - Chopan Passenger (GGC) (UnReserved),Pass,ECR,Slowed: 2h 15m,NULL,NULL,GMO,05:40,CPU,21:15,15h 35m,61,SMTWTFS,NULL,458 km,29 km/hr,53344
757,54882,Munabao - Barmer Passenger (UnReserved),Pass,NWR,No TT Change,NULL,NULL,MBF,10:30,BME,12:45,2h 15m,6,SMTWTFS,NULL,119 km,53 km/hr,54881
758,54819,Jaisalmer - Jodhpur Passenger (UnReserved),Pass,NWR,Speeded: 10m,NULL,NULL,JSM,15:00,JU,21:50,6h 50m,20,SMTWTFS,NULL,299 km,44 km/hr,54820
759,54813,Jodhpur - Barmer Passenger (UnReserved),Pass,NWR,Speeded: 5m,NULL,NULL,JU,09:05,BME,13:50,4h 45m,22,SMTWTFS,NULL,210 km,44 km/hr,54814
760,54157,Kanpur Anwarganj - Farrukhabad Passenger (UnReserved),Pass,NCR,Slowed: 15m,NULL,NULL,CPA,05:20,FBD,09:30,4h 10m,24,SMTWTFS,NULL,137 km,33 km/hr,54158
761,57685,Solapur - Vijayapura Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,SUR,20:10,BJP,22:50,2h 40m,8,SMTWTFS,NULL,110 km,41 km/hr,57686
762,59386,Penchvalley Fast Passenger,Pass,WR,No Speed Change,NULL,NULL,CWA,21:05,INDB,13:15,16h 10m,45,SMTWTFS,SL 3A ,554 km,34 km/hr,59385
763,53175,Sealdah - Lalgola Passenger,Pass,ER,Speeded: 5m,NULL,NULL,SDAH,12:40,LGL,18:25,5h 45m,33,SMTWTFS,2S SL ,228 km,40 km/hr,53172
764,57547,Hyderabad - Purna Passenger (UnReserved),Pass,SCR,Slowed: 5m,NULL,NULL,HYB,07:55,PAU,21:10,13h 15m,46,SMTWTFS,NULL,433 km,33 km/hr,57548
765,57156,Hyderabad - Kalaburagi (Gulbarga) Passenger (UnReserved),Pass,SCR,Dest Changed.,NULL,NULL,HYB,17:20,KLBG,23:10,5h 50m,27,SMTWTFS,NULL,222 km,38 km/hr,57155
766,51607,Bina - Guna Passenger (UnReserved),Pass,WCR,No TT Change,NULL,NULL,BINA,06:20,GUNA,09:15,2h 55m,15,SMTWTFS,NULL,119 km,41 km/hr,51608
767,51609,Bina - Guna Passenger (UnReserved),Pass,WCR,Slowed: 10m,NULL,NULL,BINA,15:00,GUNA,18:05,3h 5m,15,SMTWTFS,NULL,119 km,38 km/hr,51610
768,53526,Varanasi - Barkakana Passenger (UnReserved),Pass,ER,Slowed: 2h 0m,NULL,NULL,BSB,07:00,BRKA,22:30,15h 30m,61,SMTWTFS,NULL,453 km,29 km/hr,53525
769,51679,Katni - Chopan Mix Passenger (UnReserved),Pass,CR,Slowed: 1h 45m,NULL,NULL,KTE,10:15,CPU,21:55,11h 40m,35,SMTWTFS,NULL,323 km,28 km/hr,51680
770,54356,Bareilly-Roza Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,BE,18:50,ROZA,22:05,3h 15m,11,SMTWTFS,NULL,78 km,24 km/hr,54355
771,54315,Rewari - Hisar Passenger (Via Sadulpur) (UnReserved),Pass,NWR,Slowed: 25m,NULL,NULL,RE,20:30,HSR,01:55,5h 25m,26,SMTWTFS,NULL,211 km,39 km/hr,54316
772,56654,Mangaluru Central - Kozhikode Passenger (UnReserved),Pass,SR,Slowed: 50m,NULL,NULL,MAQ,05:10,CLT,12:00,6h 50m,38,SMTWTFS,NULL,221 km,32 km/hr,NULL
773,56601,Shoranur - Kozhikode Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,SRR,18:00,CLT,20:25,2h 25m,14,SMTWTFS,NULL,86 km,36 km/hr,56600
774,56652,Kannur - Kozhikode Passenger (UnReserved),Pass,SR,Slowed: 20m,NULL,NULL,CAN,17:20,CLT,20:25,3h 5m,18,SMTWTFS,NULL,89 km,29 km/hr,56653
775,56653,Kozhikode - Kannur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,CLT,06:45,CAN,09:10,2h 25m,18,SMTWTFS,NULL,89 km,37 km/hr,56652
